Transaction_ID,Customer_ID,Product,Quantity,Price_per_Unit,Total_Amount,Discount,Payment_Method,Store_Location,Customer_Category,Customer_Age,Customer_Gender,Month,Product_Demand_Score,Cross_Sell_Potential
T14317,C623,Tea,1,242.89,230.75,5,Debit Card,Mumbai,Rare,50,Female,6,0.6,0.55
T14318,C280,Atta,7,104.47,621.6,15,Net Banking,Bangalore,Regular,21,Female,6,0.2,0.69
T14319,C78,Rice,6,317.41,1904.46,0,Net Banking,Bangalore,Regular,21,Male,6,0.29,0.36
T14320,C1,Cheese,8,489.92,3723.39,5,Credit Card,Kolkata,Rare,33,Female,6,0.87,0.93
T14321,C979,Shampoo,5,237.56,1009.63,15,Net Banking,Hyderabad,Regular,64,Female,6,0.56,0.91
T14322,C550,Tea,1,410.57,410.57,0,Credit Card,Pune,Regular,43,Female,6,0.98,0.82
T14323,C365,Maggie,1,258.81,207.05,20,Credit Card,Mumbai,Rare,23,Male,6,0.21,0.2
T14324,C302,Biscuit,9,252.96,1821.31,20,Debit Card,Ahmedabad,Regular,54,Male,6,0.47,0.17
T14325,C381,Salt,6,465.91,2655.69,5,Cash,Delhi,Regular,39,Female,6,0.4,0.55
T14326,C793,Atta,5,446.08,2007.36,10,Debit Card,Kolkata,Rare,59,Male,6,0.56,0.79
T14327,C535,Milk,1,395.04,395.04,0,Debit Card,Kolkata,Regular,56,Female,6,0.67,0.21
T14328,C694,Biscuit,6,155.17,884.47,5,Net Banking,Delhi,Rare,24,Female,6,0.7,0.68
T14329,C389,Atta,6,277.05,1496.07,10,UPI,Chennai,Regular,59,Male,6,0.1,0.58
T14330,C930,Juice,3,119.71,323.22,10,Cash,Pune,Regular,47,Female,6,0.18,0.75
T14331,C974,Oil,8,227.52,1820.16,0,UPI,Kolkata,Rare,27,Female,6,0.13,0.49
T14332,C835,Sugar,1,247.26,247.26,0,UPI,Chennai,Rare,32,Female,6,0.88,0.72
T14333,C206,Pepsi,1,417.5,375.75,10,Net Banking,Kolkata,Rare,23,Female,6,0.38,0.24
T14334,C72,Pepsi,6,449.05,2290.16,15,Cash,Mumbai,Regular,41,Female,6,0.43,0.29
T14335,C697,Oil,1,213.16,202.5,5,UPI,Ahmedabad,Rare,19,Female,6,0.51,0.91
T14336,C963,Paneer,6,18.68,112.08,0,UPI,Hyderabad,Regular,57,Female,6,0.86,0.4
T14337,C356,Oil,1,432.27,389.04,10,Credit Card,Chennai,Rare,32,Male,6,0.11,0.99
T14338,C590,Salt,6,95.4,486.54,15,Debit Card,Chennai,Regular,38,Male,6,0.21,0.14
T14339,C18,Pepsi,3,314.72,755.33,20,UPI,Delhi,New,35,Female,6,0.72,0.55
T14340,C91,Milk,8,22.24,160.13,10,UPI,Delhi,Regular,22,Male,6,0.97,0.39
T14341,C388,Coffee,6,205.76,1049.38,15,Credit Card,Ahmedabad,Regular,42,Female,6,0.68,1.0
T14342,C202,Atta,1,493.12,394.5,20,Credit Card,Pune,Regular,53,Female,6,0.34,0.99
T14343,C436,Chocolate,5,59.34,252.2,15,UPI,Hyderabad,Rare,27,Female,6,0.57,0.31
T14344,C756,Tea,8,217.61,1740.88,0,UPI,Bangalore,New,63,Female,6,0.98,0.34
T14345,C970,Toothpaste,3,160.5,433.35,10,UPI,Kolkata,Regular,40,Male,6,0.58,0.77
T14346,C730,Tea,6,453.49,2176.75,20,Debit Card,Ahmedabad,Regular,41,Female,6,0.44,0.9
T14347,C561,Milk,5,435.98,1852.92,15,Cash,Delhi,Rare,62,Female,6,0.45,0.7
T14348,C819,Coke,6,126.47,607.06,20,Debit Card,Chennai,Regular,27,Male,6,0.97,0.88
T14349,C900,Coffee,1,49.78,47.29,5,Debit Card,Hyderabad,Regular,23,Male,6,0.75,0.16
T14350,C748,Salt,7,317.3,1998.99,10,UPI,Hyderabad,Rare,30,Male,6,0.72,0.68
T14351,C430,Coffee,9,174.82,1573.38,0,Cash,Delhi,Regular,38,Male,6,0.31,0.73
T14352,C601,Toothpaste,2,339.32,542.91,20,UPI,Hyderabad,Regular,49,Male,6,0.6,0.27
T14353,C244,Chocolate,5,25.74,109.39,15,Debit Card,Chennai,Regular,60,Male,6,0.42,0.8
T14354,C564,Milk,4,75.37,241.18,20,Net Banking,Chennai,Regular,32,Female,6,0.32,0.95
T14355,C202,Atta,6,346.32,1766.23,15,UPI,Kolkata,Rare,19,Female,6,0.91,0.91
T14356,C762,Atta,6,114.06,547.49,20,Debit Card,Ahmedabad,Rare,32,Male,6,0.44,0.32
T14357,C534,Salt,2,430.22,860.44,0,Net Banking,Ahmedabad,Regular,34,Male,6,0.35,0.39
T14358,C747,Juice,2,38.71,77.42,0,Net Banking,Delhi,Regular,37,Female,6,0.94,0.55
T14359,C82,Atta,4,115.59,416.12,10,Cash,Chennai,Regular,23,Male,6,0.28,0.24
T14360,C150,Maggie,1,499.29,499.29,0,Credit Card,Bangalore,Rare,32,Male,6,0.77,0.96
T14361,C905,Butter,9,222.21,1599.91,20,Net Banking,Pune,Regular,34,Male,6,0.69,0.25
T14362,C609,Chocolate,7,354.45,1984.92,20,Debit Card,Kolkata,Regular,43,Female,6,0.93,0.79
T14363,C294,Milk,7,99.5,696.5,0,Cash,Hyderabad,New,39,Male,6,0.85,0.41
T14364,C121,Tea,3,308.84,880.19,5,Credit Card,Hyderabad,Rare,26,Female,6,0.73,0.62
T14365,C74,Paneer,3,365.79,877.9,20,Net Banking,Hyderabad,Rare,29,Female,6,0.38,0.14
T14366,C628,Juice,1,164.09,147.68,10,UPI,Mumbai,Regular,39,Female,6,0.55,0.28
T14367,C757,Atta,3,416.16,1186.06,5,Debit Card,Mumbai,Regular,40,Male,6,0.95,0.5
T14368,C35,Tea,3,305.67,917.01,0,UPI,Bangalore,Regular,54,Male,7,0.12,0.71
T14369,C742,Cheese,4,200.67,682.28,15,UPI,Mumbai,Regular,31,Female,7,0.81,0.8
T14370,C56,Tea,4,283.24,906.37,20,Net Banking,Hyderabad,Regular,41,Female,7,0.33,0.13
T14371,C401,Maggie,3,292.61,746.16,15,UPI,Mumbai,Regular,25,Male,7,0.27,0.24
T14372,C469,Biscuit,8,91.11,655.99,10,Net Banking,Bangalore,Regular,43,Female,7,0.31,0.76
T14373,C293,Tea,8,207.34,1575.78,5,Net Banking,Ahmedabad,Regular,49,Male,7,0.15,0.83
T14374,C408,Coffee,1,178.28,151.54,15,UPI,Kolkata,Regular,45,Female,7,0.99,0.31
T14375,C577,Atta,7,206.44,1300.57,10,Debit Card,Bangalore,Rare,49,Male,7,0.88,0.31
T14376,C305,Shampoo,2,382.94,651.0,15,Cash,Hyderabad,Rare,39,Male,7,0.57,0.18
T14377,C130,Tea,1,246.44,209.47,15,Debit Card,Delhi,Regular,26,Female,7,0.74,0.24
T14378,C451,Chocolate,3,470.75,1271.03,10,UPI,Hyderabad,Rare,20,Female,7,0.6,0.11
T14379,C647,Cheese,4,153.9,492.48,20,Net Banking,Pune,Regular,42,Male,7,0.83,0.63
T14380,C160,Rice,6,213.69,1089.82,15,Net Banking,Kolkata,Rare,56,Female,7,0.86,0.91
T14381,C437,Chocolate,5,395.61,1780.24,10,Debit Card,Delhi,Regular,29,Female,7,0.31,0.23
T14382,C28,Biscuit,4,277.55,943.67,15,UPI,Mumbai,Regular,46,Female,7,0.51,0.78
T14383,C92,Tea,8,278.04,1779.46,20,Debit Card,Pune,Regular,20,Male,7,0.67,0.62
T14384,C374,Milk,4,36.14,130.1,10,Cash,Hyderabad,Rare,58,Female,7,0.98,0.95
T14385,C682,Juice,2,205.31,349.03,15,Debit Card,Bangalore,Regular,63,Female,7,0.71,0.82
T14386,C587,Butter,3,142.66,427.98,0,Debit Card,Hyderabad,Regular,40,Female,7,0.91,0.87
T14387,C858,Maggie,6,499.67,2398.42,20,Net Banking,Kolkata,Regular,40,Female,7,0.86,0.68
T14388,C942,Rice,8,161.09,1095.41,15,Debit Card,Bangalore,Regular,35,Male,7,0.62,0.83
T14389,C96,Biscuit,8,443.4,3369.84,5,Debit Card,Delhi,Regular,28,Female,7,0.9,0.42
T14390,C377,Milk,9,341.35,2764.94,10,Debit Card,Chennai,Regular,53,Male,7,0.44,0.29
T14391,C869,Coke,7,177.05,1053.45,15,Credit Card,Pune,Rare,43,Male,7,0.44,0.92
T14392,C245,Salt,2,276.33,442.13,20,Debit Card,Kolkata,Regular,25,Female,7,0.8,0.76
T14393,C7,Sugar,8,421.86,2699.9,20,Net Banking,Chennai,Rare,45,Female,7,0.22,0.18
T14394,C43,Pepsi,7,442.85,2944.95,5,UPI,Delhi,Regular,35,Male,7,0.38,0.88
T14395,C567,Shampoo,8,88.59,673.28,5,Credit Card,Pune,Regular,30,Female,7,0.65,0.41
T14396,C217,Paneer,3,176.39,449.79,15,Debit Card,Mumbai,Regular,53,Female,7,0.48,0.37
T14397,C251,Butter,7,174.26,1219.82,0,Net Banking,Hyderabad,Rare,59,Male,7,0.95,0.66
T14398,C715,Soap,9,30.6,220.32,20,Net Banking,Kolkata,Regular,57,Female,7,0.96,0.61
T14399,C58,Biscuit,3,303.14,909.42,0,Net Banking,Ahmedabad,Rare,61,Female,7,0.55,0.58
T14400,C744,Soap,6,428.86,2573.16,0,Debit Card,Mumbai,Regular,29,Female,7,0.59,0.33
T14401,C81,Oil,2,196.97,334.85,15,Debit Card,Bangalore,Regular,39,Male,7,0.75,0.96
T14402,C339,Maggie,2,372.62,670.72,10,UPI,Delhi,Rare,19,Female,7,0.51,0.96
T14403,C49,Oil,5,317.57,1429.06,10,Credit Card,Chennai,Rare,57,Male,7,0.27,0.1
T14404,C230,Tea,5,194.07,873.32,10,UPI,Chennai,New,45,Male,7,0.77,0.4
T14405,C684,Cheese,7,79.12,526.15,5,UPI,Pune,Rare,30,Male,7,0.76,0.14
T14406,C890,Paneer,2,357.57,572.11,20,Cash,Chennai,Rare,50,Female,7,0.32,0.87
T14407,C231,Oil,7,428.74,2851.12,5,Credit Card,Bangalore,Regular,20,Female,7,0.85,0.9
T14408,C791,Juice,5,346.07,1384.28,20,Net Banking,Chennai,Regular,51,Male,7,0.65,0.57
T14409,C554,Coke,6,18.76,90.05,20,UPI,Kolkata,Regular,40,Male,7,0.31,0.86
T14410,C416,Toothpaste,8,115.95,742.08,20,Cash,Hyderabad,Regular,49,Female,7,0.69,0.73
T14411,C717,Juice,4,44.05,149.77,15,UPI,Hyderabad,Regular,37,Female,7,0.31,0.55
T14412,C698,Juice,7,289.49,1823.79,10,UPI,Delhi,Regular,45,Male,7,0.34,0.43
T14413,C177,Rice,6,380.67,2169.82,5,Debit Card,Mumbai,Regular,25,Female,7,0.86,0.34
T14414,C522,Sugar,2,64.18,121.94,5,Credit Card,Pune,Rare,20,Male,7,0.94,0.33
T14415,C856,Maggie,8,420.79,2861.37,15,Net Banking,Mumbai,Rare,47,Male,7,0.33,0.61
T14416,C487,Pepsi,9,282.2,2031.84,20,Cash,Hyderabad,Regular,42,Female,7,0.94,0.25
T14417,C72,Oil,5,348.08,1566.36,10,UPI,Hyderabad,Rare,47,Female,7,0.31,0.26
T14418,C797,Paneer,4,485.99,1943.96,0,Cash,Pune,Regular,46,Female,7,0.21,0.11
T14419,C54,Chocolate,6,51.0,306.0,0,UPI,Chennai,Regular,64,Male,7,0.15,0.65
T14420,C4,Cheese,8,451.6,3070.88,15,Credit Card,Bangalore,Regular,47,Female,7,0.32,0.99
T14421,C530,Milk,3,71.79,193.83,10,Net Banking,Delhi,Regular,51,Female,7,0.45,0.9
T14422,C37,Atta,1,202.55,202.55,0,Debit Card,Hyderabad,Regular,42,Male,7,0.93,0.74
T14423,C947,Milk,4,427.2,1708.8,0,Debit Card,Pune,Regular,34,Male,7,0.32,0.81
T14424,C149,Cheese,4,454.06,1725.43,5,UPI,Ahmedabad,Regular,41,Female,7,0.43,0.48
T14425,C399,Cheese,1,258.12,232.31,10,UPI,Hyderabad,Regular,55,Female,7,0.76,0.37
T14426,C987,Maggie,9,301.11,2709.99,0,Credit Card,Mumbai,Rare,45,Male,7,0.37,0.43
T14427,C976,Cheese,3,356.99,1017.42,5,UPI,Delhi,Rare,50,Male,7,0.72,0.17
T14428,C631,Salt,5,418.05,1881.22,10,UPI,Pune,Regular,53,Female,7,0.49,0.67
T14429,C650,Juice,6,69.54,333.79,20,Cash,Chennai,Regular,24,Female,7,0.28,0.26
T14430,C62,Coke,8,406.93,2929.9,10,UPI,Chennai,Regular,40,Male,7,0.76,0.79
T14431,C723,Coke,6,245.83,1253.73,15,Cash,Bangalore,New,63,Female,7,0.12,0.27
T14432,C1000,Coke,3,230.81,657.81,5,Credit Card,Ahmedabad,Regular,43,Male,7,0.36,0.31
T14433,C961,Coke,6,217.71,1045.01,20,Cash,Pune,Rare,31,Male,7,0.42,0.96
T14434,C503,Milk,1,259.51,246.53,5,Net Banking,Hyderabad,Rare,59,Female,7,0.51,0.19
T14435,C781,Milk,4,473.07,1797.67,5,Debit Card,Kolkata,Regular,45,Female,7,0.71,0.55
T14436,C144,Rice,6,278.62,1671.72,0,UPI,Delhi,Regular,41,Male,7,0.51,0.16
T14437,C177,Pepsi,7,477.06,3005.48,10,Debit Card,Chennai,Rare,24,Male,7,0.63,0.18
T14438,C165,Rice,3,98.34,280.27,5,Net Banking,Pune,Regular,53,Male,7,0.64,0.67
T14439,C332,Soap,9,364.83,3119.3,5,Credit Card,Delhi,Rare,56,Female,7,0.44,0.67
T14440,C533,Butter,7,408.0,2427.6,15,Credit Card,Pune,Regular,32,Male,7,0.94,0.27
T14441,C618,Chocolate,1,342.77,291.35,15,Debit Card,Ahmedabad,Regular,20,Male,7,0.96,0.89
T14442,C991,Coke,2,307.39,522.56,15,Cash,Ahmedabad,Regular,19,Male,7,0.62,0.73
T14443,C571,Biscuit,1,286.76,272.42,5,Net Banking,Delhi,Rare,24,Female,7,0.16,0.37
T14444,C718,Sugar,9,431.86,3109.39,20,Debit Card,Hyderabad,Regular,33,Male,7,0.54,0.32
T14445,C86,Coke,9,412.61,3342.14,10,UPI,Chennai,Rare,38,Female,7,0.27,0.78
T14446,C251,Milk,7,69.92,464.97,5,UPI,Bangalore,Regular,26,Female,7,0.53,0.76
T14447,C392,Oil,3,425.81,1277.43,0,Net Banking,Hyderabad,Regular,29,Male,7,0.27,0.23
T14448,C308,Butter,5,212.89,851.56,20,Cash,Hyderabad,Regular,46,Male,7,0.73,0.41
T14449,C445,Shampoo,4,134.31,429.79,20,Net Banking,Ahmedabad,Regular,41,Male,7,0.17,0.3
T14450,C364,Shampoo,7,436.19,2748.0,10,Cash,Mumbai,Regular,50,Female,7,0.96,0.36
T14451,C508,Maggie,9,221.69,1596.17,20,Net Banking,Kolkata,Rare,31,Male,7,0.28,0.36
T14452,C88,Salt,2,406.1,730.98,10,Debit Card,Kolkata,Rare,60,Female,7,0.69,0.98
T14453,C11,Pepsi,8,139.07,890.05,20,Debit Card,Pune,Rare,35,Female,7,0.93,0.78
T14454,C93,Biscuit,9,11.93,96.63,10,UPI,Ahmedabad,Regular,22,Female,7,0.32,0.8
T14455,C94,Soap,9,252.78,1933.77,15,Net Banking,Pune,Regular,32,Female,7,0.94,0.35
T14456,C929,Milk,7,59.11,351.7,15,Net Banking,Kolkata,New,24,Female,7,0.45,0.1
T14457,C192,Pepsi,9,379.64,2733.41,20,Net Banking,Mumbai,Regular,42,Female,7,0.96,0.15
T14458,C492,Coke,9,145.28,1046.02,20,Cash,Kolkata,Rare,31,Male,7,0.97,0.6
T14459,C698,Rice,3,227.39,613.95,10,Credit Card,Pune,Regular,57,Male,7,0.27,0.36
T14460,C967,Chocolate,4,52.65,189.54,10,Debit Card,Delhi,Rare,53,Female,7,0.85,0.27
T14461,C246,Sugar,2,150.46,285.87,5,Credit Card,Delhi,Regular,52,Female,7,0.27,0.14
T14462,C522,Coffee,3,392.93,1001.97,15,Debit Card,Mumbai,Regular,61,Male,7,0.3,0.89
T14463,C459,Paneer,5,84.28,400.33,5,Debit Card,Kolkata,Regular,41,Male,7,0.18,0.64
T14464,C594,Salt,5,327.11,1553.77,5,Net Banking,Delhi,Regular,32,Male,7,0.24,0.2
T14465,C297,Coke,6,459.54,2757.24,0,Debit Card,Hyderabad,Regular,28,Male,7,0.67,0.79
T14466,C490,Shampoo,7,343.12,2161.66,10,Credit Card,Mumbai,Regular,41,Female,7,0.5,0.78
T14467,C244,Rice,7,407.4,2851.8,0,Net Banking,Pune,Rare,28,Male,7,0.81,0.36
T14468,C556,Rice,1,63.4,63.4,0,Net Banking,Bangalore,Regular,61,Female,7,0.4,0.27
T14469,C770,Juice,2,132.86,252.43,5,Cash,Bangalore,Regular,34,Female,7,0.97,0.83
T14470,C723,Milk,9,448.32,4034.88,0,Debit Card,Kolkata,Rare,23,Male,7,0.14,0.4
T14471,C101,Salt,2,360.4,648.72,10,Cash,Mumbai,Rare,38,Male,7,0.16,0.86
T14472,C840,Sugar,6,323.38,1843.27,5,UPI,Ahmedabad,Rare,25,Female,7,0.73,0.14
T14473,C364,Atta,1,335.25,301.73,10,Net Banking,Hyderabad,Rare,32,Female,7,0.9,0.55
T14474,C375,Cheese,3,212.96,511.1,20,Debit Card,Hyderabad,Rare,49,Female,7,0.82,0.26
T14475,C462,Juice,2,31.83,63.66,0,Debit Card,Ahmedabad,Regular,27,Female,7,0.54,0.7
T14476,C332,Coke,3,394.38,1123.98,5,UPI,Ahmedabad,Regular,45,Male,7,0.34,1.0
T14477,C506,Soap,5,342.57,1455.92,15,Net Banking,Bangalore,Regular,32,Male,7,0.11,0.47
T14478,C600,Sugar,6,241.67,1305.02,10,Cash,Chennai,Regular,29,Male,7,0.56,0.19
T14479,C219,Sugar,9,450.88,4057.92,0,Credit Card,Delhi,Regular,60,Male,7,0.53,0.39
T14480,C513,Butter,4,174.72,628.99,10,Cash,Ahmedabad,Regular,35,Male,7,0.41,0.9
T14481,C619,Milk,7,154.22,971.59,10,Debit Card,Chennai,Regular,54,Female,7,0.62,0.79
T14482,C257,Chocolate,6,437.67,2100.82,20,UPI,Bangalore,Regular,61,Female,7,0.76,0.31
T14483,C271,Cheese,2,400.52,720.94,10,Credit Card,Mumbai,Regular,41,Male,7,0.73,0.96
T14484,C7,Juice,8,262.34,1678.98,20,UPI,Delhi,Rare,54,Male,7,0.34,0.66
T14485,C642,Shampoo,7,74.06,414.74,20,Credit Card,Hyderabad,Rare,46,Female,7,0.63,0.25
T14486,C615,Oil,7,115.39,646.18,20,UPI,Chennai,New,27,Female,7,0.23,0.62
T14487,C296,Atta,8,331.55,2652.4,0,Cash,Chennai,Regular,31,Male,7,0.21,0.51
T14488,C953,Soap,1,198.67,178.8,10,Debit Card,Hyderabad,Rare,33,Male,7,0.81,0.84
T14489,C145,Milk,1,419.87,377.88,10,Cash,Chennai,Regular,54,Female,7,0.72,0.41
T14490,C343,Rice,8,475.48,3043.07,20,UPI,Mumbai,Rare,28,Male,7,0.79,0.89
T14491,C258,Tea,4,404.76,1457.14,10,Cash,Bangalore,Regular,43,Male,7,0.24,0.83
T14492,C767,Biscuit,5,195.0,877.5,10,Debit Card,Ahmedabad,Regular,57,Female,7,0.92,0.71
T14493,C452,Cheese,8,396.46,2537.34,20,Debit Card,Bangalore,Regular,36,Female,7,0.22,0.33
T14494,C51,Butter,5,182.21,774.39,15,Debit Card,Ahmedabad,Regular,35,Female,7,0.88,0.97
T14495,C136,Oil,4,91.88,312.39,15,Net Banking,Mumbai,Regular,47,Male,7,0.42,0.59
T14496,C596,Soap,6,26.36,126.53,20,Debit Card,Kolkata,Regular,49,Female,7,0.19,0.92
T14497,C808,Biscuit,5,199.0,995.0,0,Debit Card,Bangalore,Rare,40,Male,7,0.36,0.29
T14498,C906,Atta,7,452.74,2852.26,10,Net Banking,Kolkata,Regular,29,Female,7,0.26,0.99
T14499,C472,Atta,7,127.1,800.73,10,Debit Card,Kolkata,Rare,30,Male,7,0.54,0.83
T14500,C7,Salt,4,111.19,378.05,15,Debit Card,Hyderabad,Regular,38,Male,7,0.95,0.95
T14501,C635,Butter,5,485.21,1940.84,20,Cash,Kolkata,Regular,38,Female,7,0.4,0.29
T14502,C481,Oil,3,22.25,66.75,0,Credit Card,Hyderabad,Rare,46,Male,7,0.65,0.49
T14503,C785,Soap,4,395.03,1264.1,20,Net Banking,Kolkata,Regular,46,Male,7,0.9,0.19
T14504,C879,Oil,4,167.47,569.4,15,UPI,Bangalore,Regular,44,Female,7,0.67,0.22
T14505,C200,Juice,3,28.37,72.34,15,Cash,Chennai,Rare,46,Male,7,0.43,0.36
T14506,C705,Butter,5,459.72,2068.74,10,Net Banking,Chennai,Regular,32,Female,7,0.99,0.96
T14507,C358,Butter,5,78.42,372.5,5,Net Banking,Hyderabad,Rare,64,Male,7,0.27,0.7
T14508,C541,Butter,7,280.37,1962.59,0,Cash,Chennai,Regular,29,Female,7,0.57,0.38
T14509,C338,Coffee,4,144.29,577.16,0,UPI,Chennai,Rare,58,Female,7,0.82,0.96
T14510,C885,Juice,4,41.94,159.37,5,Cash,Hyderabad,Rare,36,Male,7,0.1,0.77
T14511,C374,Chocolate,9,34.46,263.62,15,UPI,Kolkata,Regular,29,Female,7,0.73,0.92
T14512,C597,Atta,6,66.62,319.78,20,Net Banking,Mumbai,Rare,40,Female,7,0.34,0.93
T14513,C313,Milk,4,44.97,179.88,0,UPI,Hyderabad,Regular,22,Male,7,0.25,0.78
T14514,C953,Coffee,2,382.67,727.07,5,UPI,Pune,Regular,43,Female,7,0.35,0.32
T14515,C580,Pepsi,6,247.93,1338.82,10,Cash,Bangalore,Regular,27,Female,7,0.97,1.0
T14516,C392,Chocolate,2,178.02,320.44,10,Net Banking,Bangalore,Rare,39,Female,7,0.9,0.39
T14517,C548,Salt,5,215.0,913.75,15,Net Banking,Kolkata,Regular,56,Female,7,0.29,0.7
T14518,C78,Toothpaste,6,465.18,2791.08,0,Cash,Delhi,Regular,40,Male,7,0.21,0.86
T14519,C156,Juice,4,456.27,1460.06,20,Debit Card,Mumbai,Regular,28,Female,7,0.43,0.26
T14520,C903,Cheese,3,360.68,1082.04,0,Cash,Mumbai,Regular,45,Female,7,0.63,0.65
T14521,C2,Juice,7,443.49,2793.99,10,Cash,Mumbai,Rare,48,Female,7,0.88,0.44
T14522,C573,Atta,2,166.63,333.26,0,Debit Card,Bangalore,Regular,25,Male,7,0.97,0.32
T14523,C476,Tea,6,196.74,1062.4,10,Cash,Mumbai,Regular,56,Male,7,0.78,0.11
T14524,C719,Coke,4,310.72,1180.74,5,Net Banking,Mumbai,Rare,45,Female,7,0.64,0.88
T14525,C936,Atta,6,315.58,1798.81,5,Net Banking,Hyderabad,Regular,33,Female,7,0.23,0.22
T14526,C759,Paneer,4,246.03,885.71,10,UPI,Pune,Regular,63,Male,7,0.17,0.89
T14527,C779,Chocolate,4,206.32,660.22,20,Credit Card,Kolkata,Regular,64,Female,7,0.64,0.64
T14528,C425,Paneer,4,493.23,1578.34,20,Credit Card,Delhi,Regular,48,Female,7,0.59,0.66
T14529,C94,Coke,9,412.35,3711.15,0,Cash,Mumbai,Rare,58,Female,7,0.86,0.85
T14530,C718,Toothpaste,7,223.14,1405.78,10,Net Banking,Bangalore,Rare,33,Female,7,0.39,0.56
T14531,C252,Toothpaste,3,366.37,934.24,15,Debit Card,Mumbai,Regular,22,Male,7,0.14,0.42
T14532,C906,Rice,3,142.09,341.02,20,UPI,Delhi,Regular,52,Male,7,0.48,0.22
T14533,C473,Milk,6,59.08,283.58,20,Cash,Mumbai,Regular,42,Male,7,0.97,0.61
T14534,C346,Coffee,6,182.69,1041.33,5,Credit Card,Chennai,Regular,30,Male,7,0.82,0.6
T14535,C363,Chocolate,4,207.46,663.87,20,Debit Card,Mumbai,Regular,46,Male,7,0.13,0.36
T14536,C269,Shampoo,9,18.1,130.32,20,Net Banking,Ahmedabad,Regular,44,Female,7,0.89,0.64
T14537,C902,Paneer,4,409.25,1309.6,20,Net Banking,Kolkata,Rare,57,Male,7,0.52,0.5
T14538,C219,Coffee,9,186.0,1506.6,10,Debit Card,Bangalore,Rare,34,Female,7,0.43,0.82
T14539,C615,Paneer,4,294.4,1059.84,10,Debit Card,Hyderabad,Regular,54,Male,7,0.41,0.6
T14540,C769,Shampoo,2,46.24,87.86,5,Credit Card,Ahmedabad,Regular,55,Female,7,0.64,0.94
T14541,C638,Salt,2,95.75,191.5,0,UPI,Bangalore,Regular,46,Male,7,0.58,0.57
T14542,C47,Butter,5,445.95,1783.8,20,UPI,Hyderabad,Regular,51,Male,7,0.69,0.9
T14543,C188,Butter,4,308.26,1233.04,0,Credit Card,Delhi,Regular,47,Female,7,0.62,0.57
T14544,C954,Oil,7,475.64,2996.53,10,UPI,Bangalore,Regular,48,Female,7,0.23,0.6
T14545,C609,Tea,5,499.39,1997.56,20,Credit Card,Pune,Regular,39,Female,7,0.33,0.43
T14546,C838,Chocolate,6,192.21,1153.26,0,Credit Card,Mumbai,Rare,63,Male,7,0.86,0.46
T14547,C590,Butter,4,156.41,625.64,0,UPI,Chennai,Regular,42,Male,7,0.7,0.94
T14548,C836,Atta,2,430.59,732.0,15,Cash,Kolkata,Regular,21,Female,7,0.5,0.3
T14549,C965,Coffee,9,499.32,4044.49,10,Credit Card,Kolkata,Regular,52,Male,7,0.26,0.21
T14550,C976,Oil,7,318.52,2118.16,5,UPI,Delhi,Regular,58,Female,7,0.11,0.85
T14551,C243,Rice,4,399.62,1518.56,5,Credit Card,Mumbai,Regular,61,Male,7,0.38,0.62
T14552,C212,Butter,3,393.06,1002.3,15,Net Banking,Mumbai,Regular,26,Female,7,0.15,0.36
T14553,C887,Butter,3,184.12,552.36,0,Credit Card,Bangalore,Regular,43,Female,7,0.53,0.49
T14554,C205,Paneer,9,291.39,2229.13,15,Net Banking,Hyderabad,Regular,44,Male,7,0.84,0.57
T14555,C274,Cheese,5,418.2,1777.35,15,UPI,Delhi,Regular,44,Female,7,0.36,0.63
T14556,C316,Coke,3,347.18,937.39,10,Debit Card,Hyderabad,Regular,35,Male,7,0.86,0.84
T14557,C762,Maggie,5,20.37,81.48,20,Credit Card,Chennai,Regular,47,Male,7,0.73,0.45
T14558,C308,Toothpaste,2,174.99,349.98,0,Debit Card,Hyderabad,Rare,62,Male,7,0.21,0.71
T14559,C929,Tea,4,80.79,307.0,5,Credit Card,Bangalore,Rare,63,Female,7,0.68,0.85
T14560,C506,Coffee,2,124.16,235.9,5,UPI,Pune,Regular,48,Female,7,0.24,0.86
T14561,C909,Milk,2,453.69,771.27,15,Debit Card,Chennai,Regular,59,Female,7,0.69,0.33
T14562,C543,Soap,8,28.08,190.94,15,Cash,Chennai,Regular,20,Male,7,0.23,0.42
T14563,C125,Atta,1,117.7,100.04,15,Debit Card,Chennai,Regular,46,Male,7,0.45,0.64
T14564,C410,Butter,7,161.69,1131.83,0,Net Banking,Ahmedabad,Regular,24,Female,7,0.61,0.9
T14565,C528,Coke,5,312.27,1327.15,15,Net Banking,Kolkata,Regular,35,Male,7,0.15,0.81
T14566,C2,Coke,8,271.71,1847.63,15,UPI,Delhi,Regular,33,Male,7,0.24,0.63
T14567,C699,Juice,1,116.95,93.56,20,Cash,Delhi,Regular,49,Male,7,0.39,0.99
T14568,C675,Oil,7,90.48,633.36,0,Net Banking,Chennai,Regular,55,Female,7,0.52,0.5
T14569,C206,Butter,5,126.03,567.14,10,Debit Card,Ahmedabad,Regular,42,Female,7,0.87,0.86
T14570,C104,Paneer,4,256.24,922.46,10,Net Banking,Bangalore,New,61,Female,7,0.27,0.84
T14571,C258,Cheese,7,142.88,800.13,20,Cash,Bangalore,Rare,49,Male,7,0.41,0.92
T14572,C166,Coffee,2,474.33,901.23,5,Cash,Pune,Regular,36,Male,7,0.53,0.99
